country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
United States,2013,USA,320110752.0,16122472460312.0,36.369,0.114,5473.436,141.969,2.663,5475.818,98.263,1.827,17.106,0.34,0.213,17.099,0.339,0.213,1684.672,5.263,5637.723,17.612,0.35,2650.117,378340.781,502894.969,163783.766,1779.047,65119.73,124724.398,141070.172,3937.918,80374.148,1.596,53.023,0.166,1381.183,4.315,19.084,20.27,2.382,0.007,748.067,2.337,254.243,0.794,2178.417,6.805,0.437,139.773,25728.629,2.523,15.516,13.164,11.266,8.095,26.15,21.936,23.884,11.291,33.348,14.668,27.818,38.685,13.88,21.013,0.038,18.915,34.126,18.927,0.038,0.221,0.269,0.01,6488.665,6108.991,164.286,3.002
United States,2014,USA,323115377.0,16491319003554.0,39.439,0.122,5531.385,57.949,1.059,5606.27,130.451,2.382,17.351,0.34,0.216,17.119,0.335,0.213,1682.162,5.206,5758.396,17.821,0.349,2689.556,383872.125,508501.25,165465.938,1837.795,66531.086,124799.281,143280.734,4067.03,80453.969,1.576,58.748,0.182,1411.355,4.368,19.129,20.459,74.884,0.232,763.215,2.362,252.467,0.781,2210.569,6.841,0.4,129.112,25995.914,2.643,15.596,13.388,11.203,7.857,25.897,21.783,23.612,11.387,32.956,14.567,27.624,38.414,15.308,21.368,1.168,19.12,31.662,18.8,0.037,0.224,0.271,0.01,6610.767,6180.719,227.01,4.104
United States,2015,USA,326126496.0,16937633974582.0,39.907,0.122,5368.497,-162.889,-2.945,5422.177,-184.093,-3.284,16.626,0.32,0.211,16.461,0.317,0.209,1446.99,4.437,5693.528,17.458,0.336,2729.463,389240.656,513923.406,166912.938,1898.369,67975.133,124852.961,145516.719,4208.02,78949.203,1.52,60.574,0.186,1444.047,4.428,18.416,19.65,53.68,0.165,754.889,2.315,249.664,0.766,2235.988,6.856,0.432,140.99,25747.426,2.77,15.164,12.936,9.874,7.651,25.647,21.627,23.331,11.491,32.585,14.464,27.433,38.203,15.891,21.46,0.824,18.997,32.969,18.673,0.037,0.226,0.274,0.01,6408.286,6005.932,325.031,6.054
United States,2016,USA,329179423.0,17220065720000.0,39.439,0.12,5245.362,-123.135,-2.294,5350.547,-71.629,-1.321,16.254,0.311,0.208,15.935,0.305,0.204,1319.993,4.01,5557.76,16.884,0.323,2768.902,394486.031,519273.969,168232.922,1950.024,69426.281,124958.148,147769.0,4338.878,78155.102,1.494,51.655,0.157,1451.146,4.408,17.778,19.165,105.186,0.32,733.371,2.228,251.182,0.763,2252.27,6.842,0.398,130.859,25727.051,2.672,14.82,13.124,9.216,7.454,25.4,21.483,23.054,11.544,32.213,14.386,27.246,37.987,13.904,20.986,1.956,18.926,32.146,18.554,0.037,0.228,0.276,0.01,6308.617,5852.134,312.398,5.956
United States,2017,USA,332204657.0,17606124654726.0,40.324,0.121,5195.417,-49.944,-0.952,5359.834,9.287,0.174,16.134,0.304,0.208,15.639,0.295,0.201,1277.049,3.844,5526.131,16.635,0.314,2809.226,399681.406,524633.812,169509.984,2005.296,70851.273,125122.562,150028.156,4477.499,77729.664,1.467,55.272,0.166,1424.996,4.29,17.505,19.022,164.417,0.495,749.256,2.255,247.069,0.744,2259.157,6.8,0.417,138.62,25822.156,2.688,14.442,12.983,8.811,7.269,25.152,21.341,22.776,11.607,31.828,14.318,27.06,37.79,14.386,20.114,3.098,18.693,32.511,18.433,0.037,0.231,0.279,0.011,6319.225,5815.081,330.713,6.365
United States,2018,USA,335056492.0,18124692769570.0,38.971,0.116,5361.236,165.819,3.192,5460.887,101.052,1.885,16.298,0.301,0.204,16.001,0.296,0.2,1224.38,3.654,5684.537,16.966,0.314,2848.197,405042.656,530094.688,170734.359,2073.217,72428.992,125222.219,152333.594,4624.305,79893.953,1.477,67.922,0.203,1577.716,4.709,17.923,19.3,99.65,0.297,777.6,2.321,249.199,0.744,2305.441,6.881,0.438,146.806,26768.988,2.519,14.595,13.122,8.294,7.086,24.914,21.204,22.495,11.726,31.487,14.25,26.887,37.576,16.811,21.265,2.041,18.986,32.041,18.319,0.037,0.233,0.281,0.011,6466.737,6005.333,323.301,6.03
United States,2019,USA,337790069.0,18540552700117.0,40.896,0.121,5235.912,-125.324,-2.338,5333.968,-126.919,-2.324,15.791,0.288,0.201,15.5,0.282,0.197,1043.896,3.09,5580.077,16.519,0.301,2889.092,410278.562,535428.688,171778.25,2157.737,74061.047,125320.266,154633.422,4759.03,78683.469,1.434,84.52,0.25,1632.056,4.832,17.466,18.831,98.056,0.29,799.062,2.366,244.477,0.724,2299.82,6.808,0.399,134.725,26578.494,2.531,14.118,12.708,7.1,6.91,24.673,21.064,22.202,11.912,31.17,14.182,26.711,37.349,19.547,21.548,2.006,18.658,30.934,18.205,0.037,0.236,0.284,0.011,6360.787,5899.809,344.164,6.573
United States,2020,USA,339436156.0,18027359681343.0,40.688,0.12,4689.954,-545.958,-10.427,4776.492,-557.476,-10.451,14.072,0.265,0.194,13.817,0.26,0.19,853.925,2.516,5103.084,15.034,0.283,2929.78,414968.5,540205.125,172632.172,2223.822,75673.547,125406.805,156625.0,4884.204,72562.672,1.366,66.085,0.195,1612.504,4.751,15.643,16.965,86.538,0.255,761.174,2.242,241.329,0.711,1991.579,5.867,0.369,125.173,24630.395,2.505,13.34,12.039,5.985,6.745,24.438,20.925,21.908,12.012,30.872,14.12,26.554,37.125,16.521,21.441,1.916,18.217,30.237,18.09,0.037,0.238,0.286,0.011,5758.456,5309.856,413.131,8.809
United States,2021,USA,340161438.0,19099378164000.0,41.312,0.121,5020.111,330.157,7.04,5109.827,333.335,6.979,15.022,0.268,0.197,14.758,0.263,0.193,979.504,2.88,5489.663,16.138,0.287,2971.092,419988.625,545315.0,173611.672,2284.042,77290.977,125496.523,158807.609,5023.249,76307.383,1.359,60.221,0.177,1617.424,4.755,16.684,18.024,89.716,0.264,789.44,2.321,244.912,0.72,2182.605,6.416,0.409,139.046,25956.828,2.478,13.617,12.306,6.543,6.587,24.208,20.788,21.622,12.075,30.55,14.056,26.408,36.955,14.972,20.529,1.926,18.957,31.844,17.98,0.037,0.24,0.288,0.011,6131.129,5675.305,469.552,9.353
United States,2022,USA,341534041.0,19493170182843.0,41.884,0.123,5055.403,35.292,0.703,5173.412,63.585,1.244,15.148,0.265,0.195,14.802,0.259,0.191,916.343,2.683,5565.989,16.297,0.286,3012.977,425044.062,550488.375,174528.016,2342.925,78998.367,125614.531,161006.531,5155.214,77627.719,1.36,58.882,0.172,1707.391,4.999,16.772,18.158,118.009,0.346,801.907,2.348,241.442,0.707,2198.937,6.438,0.386,131.965,26512.51,2.653,13.471,12.226,5.931,6.454,23.981,20.652,21.326,12.131,30.295,13.994,26.254,36.77,14.762,22.006,2.466,18.455,30.882,17.87,0.038,0.242,0.291,0.011,6201.504,5728.265,510.586,10.1
United States,2023,USA,343477330.0,,40.636,0.118,4918.407,-136.996,-2.71,5037.45,-135.962,-2.628,14.666,,0.192,14.319,,0.188,758.572,2.209,5431.659,15.814,,3053.613,429962.469,555525.875,175286.578,2404.253,80721.789,125733.578,163205.641,5290.55,76326.859,,61.328,0.179,1723.424,5.018,16.322,17.697,119.043,0.347,819.061,2.385,239.774,0.698,2199.111,6.402,0.394,135.336,26216.545,2.638,12.911,11.759,4.851,6.333,23.748,20.512,21.017,12.188,30.057,13.934,26.09,36.625,14.909,22.087,2.509,17.911,31.847,17.759,0.038,0.245,0.294,0.011,6078.455,5606.243,513.252,10.435
